spkid,full_name,neo,pha,sats,diameter,GM,BV,UB,IR,per_y
20002724,2724 Orlov (1978 RZ5),N,N,0,20.730,,,,,5.01
20002725,2725 David Bender (1978 VG3),N,N,0,36.974,,,,,5.28
20002730,2730 Barks (1981 QH),N,N,0,15.830,,,,,4.48
20002731,2731 Cucula (1982 KJ),N,N,0,44.841,,,,,5.72
20002734,2734 Hasek (1976 GJ3),N,N,0,25.409,,,,,5.64
20002740,2740 Tsoj (1974 SY4),N,N,0,17.701,,,,,5.2
20002747,2747 Cesky Krumlov (1980 DW),N,N,0,29.804,,,,,5.46
20002752,2752 Wu Chien-Shiung (1965 SP),N,N,0,15.484,,,,,5.25
20002753,2753 Duncan (1966 DH),N,N,0,19.173,,,,,4.66
20002757,2757 Crisser (1977 VN),N,N,0,19.534,,,,,5.66
20002759,2759 Idomeneus (1980 GC),N,N,0,53.676,,,,,11.8
20002760,2760 Kacha (1980 TU6),N,N,0,57.90,,0.724,0.255,,7.99
20002761,2761 Eddington (1981 AE),N,N,0,15.894,,,,,5.43
20002765,2765 Dinant (1981 EY),N,N,0,24.284,,,,,5.6
20002774,2774 Tenojoki (1942 TJ),N,N,0,35.697,,,,,5.69
20002776,2776 Baikal (1976 SZ7),N,N,0,19.441,,,,,3.64
20002781,2781 Kleczek (1982 QH),N,N,0,20.727,,,,,5.61
20002787,2787 Tovarishch (1978 RC6),N,N,0,19.707,,,,,5.25
20002793,2793 Valdaj (1977 QV),N,N,0,27.103,,,,,5.64
20002797,2797 Teucer (1981 LK),N,N,0,89.430,,,,,11.6
20002800,2800 Ovidius (4585 P-L),N,N,0,15.342,,,,,5.56
20002802,2802 Weisell (1939 BU),N,N,0,18.813,,,,,5.49
20002803,2803 Vilho (1940 WG),N,N,0,21.441,,,,,5.57
20002804,2804 Yrjo (1941 HF),N,N,0,17.605,,,,,5.23
20002805,2805 Kalle (1941 UM),N,N,0,16.623,,,,,4.42
20002807,2807 Karl Marx (1969 TH6),N,N,0,16.866,,,,,4.67
20002813,2813 Zappala (1981 WZ),N,N,0,32.040,,,,,5.55
20002816,2816 Pien (1982 SO),N,N,0,28.256,,,,,4.5
20002826,2826 Ahti (1939 UJ),N,N,0,39.975,,,,,5.79
20002829,2829 Bobhope (1948 PK),N,N,0,41.361,,,,,5.43
20002835,2835 Ryoma (1982 WF),N,N,0,24.230,,,,,4.55
20002836,2836 Sobolev (1978 YQ),N,N,0,18.596,,,,,5.2
20002846,2846 Ylppo (1942 CJ),N,N,0,27.994,,,,,5.79
20002848,2848 ASP (1959 VF),N,N,0,25.793,,,,,5.75
20002856,2856 Roser (1933 GB),N,N,0,23.99,,,,,5.27
20002861,2861 Lambrecht (1981 VL2),N,N,0,16.576,,,,,3.89
20002863,2863 Ben Mayer (1981 QG2),N,N,0,18.436,,,,,5.64
20002864,2864 Soderblom (1983 AZ),N,N,0,15.570,,,,,4.56
20002865,2865 Laurel (1935 OK),N,N,0,24.991,,,,,4.1
20002878,2878 Panacea (1980 RX),N,N,0,15.542,,,,,5.32
20002879,2879 Shimizu (1932 CB1),N,N,0,21.762,,,,,4.6
20002882,2882 Tedesco (1981 OG),N,N,0,21.912,,,,,5.61
20002889,2889 Brno (1981 WT1),N,N,0,17.184,,,,,5.25
20002891,2891 McGetchin (1980 MD),N,N,0,35.066,,,,,6.14
20002892,2892 Filipenko (1983 AX2),N,N,0,69.492,,,,,5.66
20002893,2893 Peiroos (1975 QD),N,N,0,86.884,,0.730,0.252,,11.7
20002895,2895 Memnon (1981 AE1),N,N,0,56.706,,,,,12
20002904,2904 Millman (1981 YB),N,N,0,15.460,,,,,4.2
20002906,2906 Caltech (1983 AE2),N,N,0,58.678,,,,,5.64
20002907,2907 Nekrasov (1975 TT2),N,N,0,16.749,,,,,5.23
20002908,2908 Shimoyama (1981 WA),N,N,0,29.663,,,,,5.14
20002909,2909 Hoshi-no-ie (1983 JA),N,N,0,21.312,,,,,5.25
20002918,2918 Salazar (1980 TU4),N,N,0,20.156,,,,,5.66
20002919,2919 Dali (1981 EX18),N,N,0,18.521,,,,,5.53
20002920,2920 Automedon (1981 JR),N,N,0,88.574,,,,,11.6
20002928,2928 Epstein (1976 GN8),N,N,0,15.267,,,,,5.21
20002929,2929 Harris (1982 BK1),N,N,0,16.176,,,,,5.52
20002932,2932 Kempchinsky (1980 TK4),N,N,0,29.283,,,,,6.9
20002933,2933 Amber (1983 HN),N,N,0,20.449,,,,,4.21
20002934,2934 Aristophanes (4006 P-L),N,N,0,21.941,,,,,5.63
20002938,2938 Hopi (1980 LB),N,N,0,19.267,,,,,5.6
20002945,2945 Zanstra (1935 ST1),N,N,0,23.701,,,,,4.36
20002951,2951 Perepadin (1977 RB8),N,N,0,46.653,,,,,5.53
20002957,2957 Tatsuo (1934 CB1),N,N,0,22.473,,,,,5.25
20002959,2959 Scholl (1983 RE2),N,N,0,32.783,,,,,7.88
20002962,2962 Otto (1940 YF),N,N,0,17.011,,,,,4.12
20002967,2967 Vladisvyat (1977 SS1),N,N,0,32.879,,,,,5.72
20002976,2976 Lautaro (1974 HR),N,N,0,46.184,,,,,6.11
20002978,2978 Roudebush (1978 SR),N,N,0,18.858,,,,,5.44
20002979,2979 Murmansk (1978 TB7),N,N,0,20.558,,,,,5.51
20002981,2981 Chagall (1981 EE20),N,N,0,15.489,,,,,5.57
20002982,2982 Muriel (1981 JA3),N,N,0,15.229,,,,,5.19
20002983,2983 Poltava (1981 RW2),N,N,0,30.690,,,,,4.8
20002984,2984 Chaucer (1981 YD),N,N,0,15.377,,,,,3.88
20002986,2986 Mrinalini (2525 P-L),N,N,0,19.210,,,,,5.63
20002987,2987 Sarabhai (4583 P-L),N,N,0,17.97,,,,,4.9
20002995,2995 Taratuta (1978 QK),N,N,0,16.59,,,,,4.23
20002996,2996 Bowman (1954 RJ),N,N,0,20.381,,,,,4.64
20003003,3003 Koncek (1983 YH),N,N,0,19.449,,,,,5.26
20003012,3012 Minsk (1979 QU9),N,N,0,21.061,,,,,5.79
20003015,3015 Candy (1980 VN),N,N,0,24.517,,,,,6.23
20003021,3021 Lucubratio (1967 CB),N,N,0,24.426,,,,,5.74
20003024,3024 Hainan (1981 UW9),N,N,0,37.189,,,,,6.3
20003025,3025 Higson (1982 QR),N,N,0,45.830,,,,,5.72
20003026,3026 Sarastro (1977 TA1),N,N,0,16.211,,,,,5.27
20003028,3028 Zhangguoxi (1978 TA2),N,N,0,25.58,,,,,5.24
20003036,3036 Krat (1937 TO),N,N,0,43.101,,,,,5.76
20003037,3037 Alku (1944 BA),N,N,0,29.876,,,,,4.38
20003044,3044 Saltykov (1983 RE3),N,N,0,24.805,,,,,4.81
20003045,3045 Alois (1984 AW),N,N,0,27.493,,,,,5.55
20003046,3046 Moliere (4120 P-L),N,N,0,21.438,,,,,5.57
20003049,3049 Kuzbass (1968 FH),N,N,0,19.696,,,,,5.51
20003051,3051 Nantong (1974 YP),N,N,0,15.859,,,,,4.18
20003054,3054 Strugatskia (1977 RE7),N,N,0,26.921,,,,,5.45
20003061,3061 Cook (1982 UB1),N,N,0,22.639,,,,,5.45
20003062,3062 Wren (1982 XC),N,N,0,23.409,,,,,5.25
20003063,3063 Makhaon (1983 PV),N,N,0,111.655,,,,,11.9
20003065,3065 Sarahill (1984 CV),N,N,0,19.499,,,,,4.48
20003071,3071 Nesterov (1973 FT1),N,N,0,19.913,,,,,5.72
20003078,3078 Horrocks (1984 FG),N,N,0,28.284,,,,,5.59
20003082,3082 Dzhalil (1972 KE),N,N,0,17.664,,,,,4.14
20003088,3088 Jinxiuzhonghua (1981 UX9),N,N,0,16.948,,,,,5.25
20003089,3089 Oujianquan (1981 XK2),N,N,0,35.887,,,,,5.02
20003092,3092 Herodotus (6550 P-L),N,N,0,30.346,,,,,6.67
20003094,3094 Chukokkala (1979 FE2),N,N,0,23.099,,,,,4.31
20003095,3095 Omarkhayyam (1980 RT2),N,N,0,30.178,,,,,6.53
20003096,3096 Bezruc (1981 QC1),N,N,0,17.122,,,,,4.36
20003097,3097 Tacitus (2011 P-L),N,N,0,20.810,,,,,5.02
20003104,3104 Durer (1982 BB1),N,N,0,16.952,,,,,5.11
20003106,3106 Morabito (1981 EE),N,N,0,26.209,,,,,5.57
20003109,3109 Machin (1974 DC),N,N,0,23.671,,,,,3.84
20003115,3115 Baily (1981 PL),N,N,0,17.044,,,,,4.14
20003118,3118 Claytonsmith (1974 OD),N,N,0,36.569,,,,,5.3
20003119,3119 Dobronravin (1972 YX),N,N,0,15.653,,,,,5.34
20003120,3120 Dangrania (1979 RZ),N,N,0,15.481,,,,,5.26
20003125,3125 Hay (1982 BJ1),N,N,0,15.046,,,,,4.2
20003128,3128 Obruchev (1979 FJ2),N,N,0,20.396,,,,,5.5
20003132,3132 Landgraf (1940 WL),N,N,0,35.886,,,,,5.59
20003134,3134 Kostinsky (A921 VA),N,N,0,50.389,,,,,8.01
20003136,3136 Anshan (1981 WD4),N,N,0,19.032,,,,,5.6
20003139,3139 Shantou (1980 VL1),N,N,0,36.648,,,,,5.71
20003140,3140 Stellafane (1983 AO),N,N,0,20.213,,,,,5.23
20003141,3141 Buchar (1984 RH),N,N,0,36.05,,,,,6.28
20003148,3148 Grechko (1979 SA12),N,N,0,17.009,,,,,5.46
20003150,3150 Tosa (1983 CB),N,N,0,33.479,,,,,5.73
20003152,3152 Jones (1983 LF),N,N,0,30.952,,,,,4.26
20003156,3156 Ellington (1953 EE),N,N,0,30.794,,,,,4.84
20003157,3157 Novikov (1973 SX3),N,N,0,29.876,,,,,5.6
20003162,3162 Nostalgia (1980 YH),N,N,0,28.690,,,,,5.6
20003164,3164 Prast (6562 P-L),N,N,0,19.242,,,,,5.63
20003171,3171 Wangshouguan (1979 WO),N,N,0,38.766,,,,,5.67
20003176,3176 Paolicchi (1980 VR1),N,N,0,41.327,,,,,4.88
20003177,3177 Chillicothe (1934 AK),N,N,0,15.419,,,,,4.27
20003179,3179 Beruti (1962 FA),N,N,0,20.835,,,,,5.42
20003183,3183 Franzkaiser (1949 PP),N,N,0,15.283,,,,,5.69
20003184,3184 Raab (1949 QC),N,N,0,19.280,,,,,4.36
20003197,3197 Weissman (1981 AD),N,N,0,18.984,,,,,4.35
20003202,3202 Graff (A908 AA),N,N,0,35.910,,,,,7.78
20003204,3204 Lindgren (1978 RH),N,N,0,19.596,,,,,5.61
20003208,3208 Lunn (1981 JM),N,N,0,20.114,,,,,5.51
20003210,3210 Lupishko (1983 WH1),N,N,0,19.128,,,,,5.49
20003213,3213 Smolensk (1977 NQ),N,N,0,17.720,,,,,5.72
20003214,3214 Makarenko (1978 TZ6),N,N,0,18.442,,,,,5.23
20003215,3215 Lapko (1980 BQ),N,N,0,19.517,,,,,5.54
20003219,3219 Komaki (1934 CX),N,N,0,16.127,,,,,5.29
20003222,3222 Liller (1983 NJ),N,N,0,34.919,,,,,5.42
20003223,3223 Forsius (1942 RN),N,N,0,20.149,,,,,4.21
20003224,3224 Irkutsk (1977 RL6),N,N,0,24.900,,,,,4.65
20003228,3228 Pire (1935 CL),N,N,0,16.209,,,,,3.87
20003230,3230 Vampilov (1972 LE),N,N,0,22.759,,,,,5.57
20003232,3232 Brest (1974 SL),N,N,0,16.613,,,,,5.25
20003237,3237 Victorplatt (1984 SA5),N,N,0,27.751,,,,,5.24
20003240,3240 Laocoon (1978 VG6),N,N,0,51.695,,,,,11.9
20003241,3241 Yeshuhua (1978 WH14),N,N,0,16.775,,,,,5.32
20003246,3246 Bidstrup (1976 GQ3),N,N,0,22.225,,,,,5.7
20003248,3248 Farinella (1982 FK),N,N,0,36.553,,,,,5.73
20003254,3254 Bus (1982 UM),N,N,0,31.104,,,,,7.9
20003256,3256 Daguerre (1981 SJ1),N,N,0,20.551,,,,,4.63
20003259,3259 Brownlee (1984 SZ4),N,N,0,25.579,,,,,5.67
20003262,3262 Miune (1983 WB),N,N,0,22.627,,,,,5.21
20003264,3264 Bounty (1934 AF),N,N,0,16.389,,,,,5.6
20003273,3273 Drukar (1975 TS2),N,N,0,27.397,,,,,6.28
20003276,3276 Porta Coeli (1982 RZ1),N,N,0,18.410,,,,,5.54
20003277,3277 Aaronson (1984 AF1),N,N,0,19.880,,,,,5.59
20003278,3278 Behounek (1984 BT),N,N,0,31.455,,,,,5.76
20003291,3291 Dunlap (1982 VX3),N,N,0,22.496,,,,,5.59
20003297,3297 Hong Kong (1978 WN14),N,N,0,15.582,,,,,5.55
20003300,3300 McGlasson (1928 NA),N,N,0,22.752,,,,,5.64
20003310,3310 Patsy (1931 TS2),N,N,0,24.032,,,,,5.22
20003311,3311 Podobed (1976 QM1),N,N,0,17.336,,,,,4.66
20003312,3312 Pedersen (1984 SN),N,N,0,17.004,,,,,5.21
20003316,3316 Herzberg (1984 CN1),N,N,0,16.988,,,,,5.49
20003317,3317 Paris (1984 KF),N,N,0,118.790,,,,,12
20003318,3318 Blixen (1985 HB),N,N,0,22.658,,,,,5.22
20003319,3319 Kibi (1977 EJ5),N,N,0,18.889,,,,,5.64
20003324,3324 Avsyuk (1983 CW1),N,N,0,18.649,,,,,4.43
20003325,3325 TARDIS (1984 JZ),N,N,0,28.238,,,,,5.69
20003327,3327 Campins (1985 PW),N,N,0,20.773,,,,,5.66
20003328,3328 Interposita (1985 QD1),N,N,0,18.135,,,,,5.23
20003329,3329 Golay (1985 RT1),N,N,0,18.365,,,,,5.19
20003330,3330 Gantrisch (1985 RU1),N,N,0,34.877,,,,,5.6
20003333,3333 Schaber (1980 TG5),N,N,0,26.538,,,,,5.55
20003339,3339 Treshnikov (1978 LB),N,N,0,33.541,,,,,5.67
20003342,3342 Fivesparks (1982 BD3),N,N,0,22.163,,,,,5.54
20003345,3345 Tarkovskij (1982 YC1),N,N,0,21.698,,,,,3.88
20003346,3346 Gerla (1951 SD),N,N,0,34.628,,,,,5.68
20003347,3347 Konstantin (1975 VN1),N,N,0,16.965,,,,,5.52
20003348,3348 Pokryshkin (1978 EA3),N,N,0,15.588,,,,,5.66
20003357,3357 Tolstikov (1984 FT),N,N,0,16.360,,,,,5.27
20003365,3365 Recogne (1985 CG2),N,N,0,17.716,,,,,4.46
20003366,3366 Godel (1985 SD1),N,N,0,16.935,,,,,5.2
20003368,3368 Duncombe (1985 QT),N,N,0,33.331,,,,,6.23
20003369,3369 Freuchen (1985 UZ),N,N,0,23.648,,,,,5.31
20003372,3372 Bratijchuk (1976 SP4),N,N,0,21.481,,,,,4.42
20003389,3389 Sinzot (1984 DU),N,N,0,20.768,,,,,4.62
20003391,3391 Sinon (1977 DD3),N,N,0,37.862,,,,,12.2
20003396,3396 Muazzez (A915 TE),N,N,0,32.519,,,,,6.26
20003399,3399 Kobzon (1979 SZ9),N,N,0,16.997,,,,,5.43
20003405,3405 Daiwensai (1964 UQ),N,N,0,24.991,,,,,4.22
20003406,3406 Omsk (1969 DA),N,N,0,16.058,,,,,4.67
20003407,3407 Jimmysimms (1973 DT),N,N,0,15.676,,,,,4.4
20003415,3415 Danby (1928 SL),N,N,0,36.582,,,,,7.91
20003418,3418 Izvekov (1973 QZ1),N,N,0,19.481,,,,,5.6
20003419,3419 Guth (1981 JZ),N,N,0,34.589,,,,,5.78
20003420,3420 Standish (1984 EB),N,N,0,18.722,,,,,5.47
20003425,3425 Hurukawa (1929 BD),N,N,0,21.207,,,,,5.2
20003426,3426 Seki (1932 CQ),N,N,0,16.356,,,,,4.24
20003428,3428 Roberts (1952 JH),N,N,0,17.163,,,,,4.36
20003431,3431 Nakano (1984 QC),N,N,0,44.339,,,,,5.44
20003432,3432 Kobuchizawa (1986 EE),N,N,0,16.956,,,,,5.63
20003438,3438 Inarradas (1974 SD5),N,N,0,25.252,,,,,5.31
20003441,3441 Pochaina (1969 TS1),N,N,0,18.081,,,,,5.46
20003442,3442 Yashin (1978 TO7),N,N,0,25.708,,,,,5.58
20003445,3445 Pinson (1983 FC),N,N,0,19.838,,,,,4.41
20003449,3449 Abell (1978 VR9),N,N,0,15.796,,,,,5.42
20003450,3450 Dommanget (1983 QJ),N,N,0,16.673,,,,,4.55
20003451,3451 Mentor (1984 HA1),N,N,0,126.288,,,,,11.8
20003460,3460 Ashkova (1973 QB2),N,N,0,17.916,,,,,5.66
20003469,3469 Bulgakov (1982 UL7),N,N,0,18.861,,,,,5.26
20003471,3471 Amelin (1977 QK2),N,N,0,29.257,,,,,5.72
20003475,3475 Fichte (1972 TD),N,N,0,29.558,,,,,5.67
20003476,3476 Dongguan (1978 UF2),N,N,0,31.53,,,,,5.62
20003479,3479 Malaparte (1980 TQ),N,N,0,18.595,,,,,5.32
20003485,3485 Barucci (1983 NU),N,N,0,15.342,,,,,3.81
20003495,3495 Colchagua (1981 NU),N,N,0,26.312,,,,,5.78
20003497,3497 Innanen (1941 HJ),N,N,0,18.212,,,,,4.4
20003499,3499 Hoppe (1981 VW1),N,N,0,15.613,,,,,5.49
20003501,3501 Olegiya (1971 QU),N,N,0,22.446,,,,,4.99
20003502,3502 Huangpu (1964 TR1),N,N,0,22.044,,,,,5.55
20003504,3504 Kholshevnikov (1981 RV3),N,N,0,19.141,,,,,5.47
20003505,3505 Byrd (1983 AM),N,N,0,15.305,,,,,5.22
20003506,3506 French (1984 CO1),N,N,0,16.316,,,,,5.19
20003507,3507 Vilas (1982 UX),N,N,0,24.917,,,,,5.55
20003514,3514 Hooke (1971 UJ),N,N,0,22.039,,,,,7.86
20003522,3522 Becker (1941 SW),N,N,0,20.113,,,,,5.68
20003525,3525 Paul (1983 CX2),N,N,0,18.547,,,,,5.41
20003526,3526 Jeffbell (1984 CN),N,N,0,22.055,,,,,4.67
20003532,3532 Tracie (1983 AS2),N,N,0,16.059,,,,,4.98
20003540,3540 Protesilaos (1973 UF5),N,N,0,70.225,,,,,12.1
20003542,3542 Tanjiazhen (1964 TN2),N,N,0,18.437,,,,,5.66
20003543,3543 Ningbo (1964 VA3),N,N,0,21.677,,,,,5.68
20003548,3548 Eurybates (1973 SO),N,N,1,63.885,,,,,11.9
20003550,3550 Link (1981 YS),N,N,0,26.515,,,,,5
20003552,3552 Don Quixote (1983 SA),Y,N,0,19.0,,,,,8.81
20003556,3556 Lixiaohua (1964 UO),N,N,0,20.455,,,,,5.64
20003560,3560 Chenqian (1980 RZ2),N,N,0,22.356,,,,,5.24
20003561,3561 Devine (1983 HO),N,N,0,32.74,,,,,7.86
20003563,3563 Canterbury (1985 FE),N,N,0,16.924,,,,,4.66
20003564,3564 Talthybius (1985 TC1),N,N,0,73.730,,,,,11.8
20003565,3565 Ojima (1986 YD),N,N,0,28.129,,,,,5.74
20003568,3568 ASCII (1936 UB),N,N,0,23.752,,,,,5.59
20003570,3570 Wuyeesun (1979 XO),N,N,0,19.990,,,,,5.25
20003571,3571 Milanstefanik (1982 EJ),N,N,0,34.898,,,,,7.8
20003577,3577 Putilin (1969 TK),N,N,0,49.135,,,,,7.82
20003578,3578 Carestia (1977 CC),N,N,0,42.882,,,,,5.77
20003582,3582 Cyrano (1986 TT5),N,N,0,15.816,,,,,5.2
20003584,3584 Aisha (1981 TW),N,N,0,27.696,,,,,5.41
20003591,3591 Vladimirskij (1978 QJ2),N,N,0,16.419,,,,,5.66
20003596,3596 Meriones (1985 VO),N,N,0,87.380,,,,,11.8
20003597,3597 Kakkuri (1941 UL),N,N,0,17.604,,,,,5.62
20003598,3598 Saucier (1977 KK1),N,N,0,18.660,,,,,5.66
20003599,3599 Basov (1978 PB3),N,N,0,18.087,,,,,5.64
20003609,3609 Liloketai (1980 VM1),N,N,0,17.598,,,,,5.51
20003614,3614 Tumilty (1983 AE1),N,N,0,47.829,,,,,5.14
20003615,3615 Safronov (1983 WZ),N,N,0,25.209,,,,,5.6
20003618,3618 Kuprin (1979 QP8),N,N,0,16.106,,,,,5.6
20003621,3621 Curtis (1981 SQ1),N,N,0,15.661,,,,,5.47
20003622,3622 Ilinsky (1981 SX7),N,N,0,21.880,,,,,6.23
20003626,3626 Ohsaki (1929 PA),N,N,0,18.414,,,,,5.61
20003631,3631 Sigyn (1987 BV1),N,N,0,38.505,,,,,5.44
20003638,3638 Davis (1984 WX),N,N,0,17.804,,,,,5.23
20003641,3641 Williams Bay (A922 WC),N,N,0,29.710,,,,,5.18
20003642,3642 Frieden (1953 XL1),N,N,0,31.899,,,,,4.65
20003645,3645 Fabini (1981 QZ),N,N,0,19.928,,,,,4.44
20003647,3647 Dermott (1986 AD1),N,N,0,26.754,,,,,4.69
20003649,3649 Guillermina (1976 HQ),N,N,0,21.854,,,,,5.57
20003650,3650 Kunming (1978 UO2),N,N,0,26.645,,,,,5.49
20003655,3655 Eupraksia (1978 SA3),N,N,0,36.657,,,,,8.05
20003660,3660 Lazarev (1978 QX2),N,N,0,25.830,,,,,5.78
20003666,3666 Holman (1979 HP),N,N,0,20.304,,,,,5.5
20003667,3667 Anne-Marie (1981 EF),N,N,0,22.307,,,,,5.42
20003670,3670 Northcott (1983 BN),N,N,0,18.894,,,,,4.54
20003675,3675 Kemstach (1982 YP1),N,N,0,18.825,,,,,6.18
20003682,3682 Welther (A923 NB),N,N,0,19.087,,,,,4.58
20003683,3683 Baumann (1987 MA),N,N,0,19.895,,,,,5.54
20003686,3686 Antoku (1987 EB),N,N,0,17.744,,,,,4.54
20003687,3687 Dzus (A908 TC),N,N,0,30.932,,,,,4.51
20003693,3693 Barringer (1982 RU),N,N,0,27.494,,,,,5.59
20003694,3694 Sharon (1984 SH5),N,N,0,46.032,,,,,7.83
20003696,3696 Herald (1980 OF),N,N,0,16.300,,,,,5.51
20003702,3702 Trubetskaya (1970 NB),N,N,0,18.158,,,,,4.24
20003705,3705 Hotellasilla (1984 ET1),N,N,0,17.865,,,,,5.54
20003708,3708 Socus (1974 FV1),N,N,0,75.661,,,,,11.9
20003709,3709 Polypoites (1985 TL3),N,N,0,65.297,,,,,11.9
20003713,3713 Pieters (1985 FA2),N,N,0,16.024,,,,,5.25
20003717,3717 Thorenia (1964 CG),N,N,0,16.980,,,,,5.66
20003724,3724 Annenskij (1979 YN8),N,N,0,15.386,,,,,4.59
20003727,3727 Maxhell (1981 PQ),N,N,0,27.691,,,,,6.04
20003728,3728 IRAS (1983 QF),N,N,0,23.450,,,,,4.32
20003730,3730 Hurban (1983 XM1),N,N,0,26.996,,,,,4.5
20003731,3731 Hancock (1984 DH1),N,N,0,53.112,,,,,5.8
20003735,3735 Trebon (1983 XS),N,N,0,20.974,,,,,5.45
20003736,3736 Rokoske (1987 SY3),N,N,0,19.533,,,,,5.25
20003746,3746 Heyuan (1964 TC1),N,N,0,15.202,,,,,5.67
20003747,3747 Belinskij (1975 VY5),N,N,0,26.73,,,,,5.69
20003751,3751 Kiang (1983 NK),N,N,0,24.054,,,,,5.59
20003754,3754 Kathleen (1931 FM),N,N,0,53.699,,,,,5.61
20003759,3759 Piironen (1984 AP),N,N,0,32.15,,,,,4.48
20003761,3761 Romanskaya (1936 OH),N,N,0,32.882,,,,,5.53
20003766,3766 Junepatterson (1983 BF),N,N,0,24.849,,,,,5.81
20003768,3768 Monroe (1937 RB),N,N,0,26.601,,,,,5.44
20003772,3772 Piaf (1982 UR7),N,N,0,18.984,,,,,5.26
20003774,3774 Megumi (1987 YC),N,N,0,18.251,,,,,5.21
20003775,3775 Ellenbeth (1931 TC4),N,N,0,17.091,,,,,4.65
20003776,3776 Vartiovuori (1938 GG),N,N,0,22.496,,,,,5.69
20003784,3784 Chopin (1986 UL1),N,N,0,29.346,,,,,5.54
20003785,3785 Kitami (1986 WM),N,N,0,19.761,,,,,5.84
20003793,3793 Leonteus (1985 TE3),N,N,0,112.046,,,,,11.9
20003794,3794 Sthenelos (1985 TF3),N,N,0,34.531,,,,,11.9
20003796,3796 Lene (1986 XJ),N,N,0,19.230,,,,,4.43
20003799,3799 Novgorod (1979 SL9),N,N,0,17.379,,,,,5.6
20003801,3801 Thrasymedes (1985 VS),N,N,0,34.285,,,,,12.3
20003803,3803 Tuchkova (1981 TP1),N,N,0,38.019,,,,,5.34
20003811,3811 Karma (1953 TH),N,N,0,30.344,,,,,4.14
20003812,3812 Lidaksum (1965 AK1),N,N,0,33.611,,,,,5.65
20003814,3814 Hoshi-no-mura (1981 JA),N,N,0,15.338,,,,,5.58
20003815,3815 Konig (1959 GG),N,N,0,20.129,,,,,4.12
20003821,3821 Sonet (1985 RC3),N,N,0,15.115,,,,,5.8
20003828,3828 Hoshino (1986 WC),N,N,0,19.068,,,,,5.64
20003829,3829 Gunma (1988 EM),N,N,0,24.33,,,,,4.66
20003830,3830 Trelleborg (1986 RL),N,N,0,17.789,,,,,5.3
20003832,3832 Shapiro (1981 QJ),N,N,0,16.009,,,,,5.58
20003843,3843 OISCA (1987 DM),N,N,0,30.769,,,,,7.95
20003844,3844 Lujiaxi (1966 BZ),N,N,0,15.538,,,,,4.51
20003845,3845 Neyachenko (1979 SA10),N,N,0,25.817,,,,,6.38
20003846,3846 Hazel (1980 TK5),N,N,0,22.034,,,,,5.03
20003847,3847 Sindel (1982 DY1),N,N,0,18.975,,,,,5.55
20003852,3852 Glennford (1987 DR6),N,N,0,18.510,,,,,5.46
20003859,3859 Borngen (1987 EW),N,N,0,21.433,,,,,5.71
20003866,3866 Langley (1988 BH4),N,N,0,23.310,,,,,5.59
20003871,3871 Reiz (1982 DR2),N,N,0,20.357,,,,,5.69
20003876,3876 Quaide (1988 KJ),N,N,0,16.815,,,,,5.24
20003885,3885 Bogorodskij (1979 HG5),N,N,0,15.049,,,,,4.57
20003886,3886 Shcherbakovia (1981 RU3),N,N,0,18.553,,,,,4.62
20003896,3896 Pordenone (1987 WB),N,N,0,18.354,,,,,5.22
20003898,3898 Curlewis (1981 SF9),N,N,0,16.363,,,,,5.49
20003899,3899 Wichterle (1982 SN1),N,N,0,21.174,,,,,5.7
20003901,3901 Nanjingdaxue (1958 GQ),N,N,0,19.199,,,,,4.26
20003902,3902 Yoritomo (1986 AL),N,N,0,28.402,,,,,5.79
20003906,3906 Chao (1987 KE1),N,N,0,46.247,,,,,5.03
20003911,3911 Otomo (1940 QB),N,N,0,19.090,,,,,5.3
20003915,3915 Fukushima (1988 PA1),N,N,0,21.993,,,,,3.81
20003916,3916 Maeva (1981 QA3),N,N,0,19.580,,,,,5.85
20003921,3921 Klement'ev (1971 OH),N,N,0,16.513,,,,,4.31
20003923,3923 Radzievskij (1976 SN3),N,N,0,29.870,,,,,7.94
20003924,3924 Birch (1977 CU),N,N,0,16.813,,,,,4.43
20003925,3925 Tret'yakov (1977 SS2),N,N,0,51.289,,,,,5.6
20003930,3930 Vasilev (1982 UV10),N,N,0,17.504,,,,,5.53
20003937,3937 Bretagnon (1932 EO),N,N,0,15.866,,,,,5.37
20003939,3939 Huruhata (1953 GO),N,N,0,30.644,,,,,5.49
20003945,3945 Gerasimenko (1982 PL),N,N,0,20.796,,,,,5.51
20003946,3946 Shor (1983 EL2),N,N,0,17.094,,,,,5.47
20003947,3947 Swedenborg (1983 XD),N,N,0,15.524,,,,,5.46
20003955,3955 Bruckner (1988 RF3),N,N,0,18.066,,,,,5.24
20003957,3957 Sugie (1933 OD),N,N,0,23.46,,,,,5.42
20003962,3962 Valyaev (1967 CC),N,N,0,16.285,,,,,5.72
20003966,3966 Cherednichenko (1976 SD3),N,N,0,20.885,,,,,5.82
20003967,3967 Shekhtelia (1976 YW2),N,N,0,29.305,,,,,5.85
20003971,3971 Voronikhin (1979 YM8),N,N,0,31.996,,,,,4.81
20003976,3976 Lise (1983 JM),N,N,0,29.049,,,,,4.58
20003978,3978 Klepesta (1983 VP1),N,N,0,29.223,,,,,4.89
20003979,3979 Brorsen (1983 VV1),N,N,0,18.732,,,,,5.47
20003981,3981 Stodola (1984 BL),N,N,0,22.405,,,,,5.66
