"spkid","full_name","neo","pha","sats","diameter","GM","BV","UB","IR","per_y"
20003445,"  3445 Pinson (1983 FC)",N,N,0,19.838,,,,,4.41
20003449,"  3449 Abell (1978 VR9)",N,N,0,15.796,,,,,5.42
20003450,"  3450 Dommanget (1983 QJ)",N,N,0,16.673,,,,,4.55
20003451,"  3451 Mentor (1984 HA1)",N,N,0,126.288,,,,,11.8
20003460,"  3460 Ashkova (1973 QB2)",N,N,0,17.916,,,,,5.66
20003469,"  3469 Bulgakov (1982 UL7)",N,N,0,18.861,,,,,5.26
20003471,"  3471 Amelin (1977 QK2)",N,N,0,29.257,,,,,5.72
20003475,"  3475 Fichte (1972 TD)",N,N,0,29.558,,,,,5.67
20003476,"  3476 Dongguan (1978 UF2)",N,N,0,31.53,,,,,5.62
20003479,"  3479 Malaparte (1980 TQ)",N,N,0,18.595,,,,,5.32
20003485,"  3485 Barucci (1983 NU)",N,N,0,15.342,,,,,3.81
20003495,"  3495 Colchagua (1981 NU)",N,N,0,26.312,,,,,5.78
20003497,"  3497 Innanen (1941 HJ)",N,N,0,18.212,,,,,4.4
20003499,"  3499 Hoppe (1981 VW1)",N,N,0,15.613,,,,,5.49
20003501,"  3501 Olegiya (1971 QU)",N,N,0,22.446,,,,,4.99
20003502,"  3502 Huangpu (1964 TR1)",N,N,0,22.044,,,,,5.55
20003504,"  3504 Kholshevnikov (1981 RV3)",N,N,0,19.141,,,,,5.47
20003505,"  3505 Byrd (1983 AM)",N,N,0,15.305,,,,,5.22
20003506,"  3506 French (1984 CO1)",N,N,0,16.316,,,,,5.19
20003507,"  3507 Vilas (1982 UX)",N,N,0,24.917,,,,,5.55
20003514,"  3514 Hooke (1971 UJ)",N,N,0,22.039,,,,,7.86
20003522,"  3522 Becker (1941 SW)",N,N,0,20.113,,,,,5.68
20003525,"  3525 Paul (1983 CX2)",N,N,0,18.547,,,,,5.41
20003526,"  3526 Jeffbell (1984 CN)",N,N,0,22.055,,,,,4.67
20003532,"  3532 Tracie (1983 AS2)",N,N,0,16.059,,,,,4.98
20003540,"  3540 Protesilaos (1973 UF5)",N,N,0,70.225,,,,,12.1
20003542,"  3542 Tanjiazhen (1964 TN2)",N,N,0,18.437,,,,,5.66
20003543,"  3543 Ningbo (1964 VA3)",N,N,0,21.677,,,,,5.68
20003548,"  3548 Eurybates (1973 SO)",N,N,1,63.885,,,,,11.9
20003550,"  3550 Link (1981 YS)",N,N,0,26.515,,,,,5
20003552,"  3552 Don Quixote (1983 SA)",Y,N,0,19.0,,,,,8.81
20003556,"  3556 Lixiaohua (1964 UO)",N,N,0,20.455,,,,,5.64
20003560,"  3560 Chenqian (1980 RZ2)",N,N,0,22.356,,,,,5.24
20003561,"  3561 Devine (1983 HO)",N,N,0,32.74,,,,,7.86
20003563,"  3563 Canterbury (1985 FE)",N,N,0,16.924,,,,,4.66
20003564,"  3564 Talthybius (1985 TC1)",N,N,0,73.730,,,,,11.8
20003565,"  3565 Ojima (1986 YD)",N,N,0,28.129,,,,,5.74
20003568,"  3568 ASCII (1936 UB)",N,N,0,23.752,,,,,5.59
20003570,"  3570 Wuyeesun (1979 XO)",N,N,0,19.990,,,,,5.25
20003571,"  3571 Milanstefanik (1982 EJ)",N,N,0,34.898,,,,,7.8
20003577,"  3577 Putilin (1969 TK)",N,N,0,49.135,,,,,7.82
20003578,"  3578 Carestia (1977 CC)",N,N,0,42.882,,,,,5.77
20003582,"  3582 Cyrano (1986 TT5)",N,N,0,15.816,,,,,5.2
20003584,"  3584 Aisha (1981 TW)",N,N,0,27.696,,,,,5.41
20003591,"  3591 Vladimirskij (1978 QJ2)",N,N,0,16.419,,,,,5.66
20003596,"  3596 Meriones (1985 VO)",N,N,0,87.380,,,,,11.8
20003597,"  3597 Kakkuri (1941 UL)",N,N,0,17.604,,,,,5.62
20003598,"  3598 Saucier (1977 KK1)",N,N,0,18.660,,,,,5.66
20003599,"  3599 Basov (1978 PB3)",N,N,0,18.087,,,,,5.64
20003609,"  3609 Liloketai (1980 VM1)",N,N,0,17.598,,,,,5.51
20003614,"  3614 Tumilty (1983 AE1)",N,N,0,47.829,,,,,5.14
20003615,"  3615 Safronov (1983 WZ)",N,N,0,25.209,,,,,5.6
20003618,"  3618 Kuprin (1979 QP8)",N,N,0,16.106,,,,,5.6
20003621,"  3621 Curtis (1981 SQ1)",N,N,0,15.661,,,,,5.47
20003622,"  3622 Ilinsky (1981 SX7)",N,N,0,21.880,,,,,6.23
20003626,"  3626 Ohsaki (1929 PA)",N,N,0,18.414,,,,,5.61
20003631,"  3631 Sigyn (1987 BV1)",N,N,0,38.505,,,,,5.44
20003638,"  3638 Davis (1984 WX)",N,N,0,17.804,,,,,5.23
20003641,"  3641 Williams Bay (A922 WC)",N,N,0,29.710,,,,,5.18
20003642,"  3642 Frieden (1953 XL1)",N,N,0,31.899,,,,,4.65
20003645,"  3645 Fabini (1981 QZ)",N,N,0,19.928,,,,,4.44
20003647,"  3647 Dermott (1986 AD1)",N,N,0,26.754,,,,,4.69
20003649,"  3649 Guillermina (1976 HQ)",N,N,0,21.854,,,,,5.57
20003650,"  3650 Kunming (1978 UO2)",N,N,0,26.645,,,,,5.49
20003655,"  3655 Eupraksia (1978 SA3)",N,N,0,36.657,,,,,8.05
20003660,"  3660 Lazarev (1978 QX2)",N,N,0,25.830,,,,,5.78
20003666,"  3666 Holman (1979 HP)",N,N,0,20.304,,,,,5.5
20003667,"  3667 Anne-Marie (1981 EF)",N,N,0,22.307,,,,,5.42
20003670,"  3670 Northcott (1983 BN)",N,N,0,18.894,,,,,4.54
20003675,"  3675 Kemstach (1982 YP1)",N,N,0,18.825,,,,,6.18
20003682,"  3682 Welther (A923 NB)",N,N,0,19.087,,,,,4.58
20003683,"  3683 Baumann (1987 MA)",N,N,0,19.895,,,,,5.54
20003686,"  3686 Antoku (1987 EB)",N,N,0,17.744,,,,,4.54
20003687,"  3687 Dzus (A908 TC)",N,N,0,30.932,,,,,4.51
20003693,"  3693 Barringer (1982 RU)",N,N,0,27.494,,,,,5.59
20003694,"  3694 Sharon (1984 SH5)",N,N,0,46.032,,,,,7.83
20003696,"  3696 Herald (1980 OF)",N,N,0,16.300,,,,,5.51
20003702,"  3702 Trubetskaya (1970 NB)",N,N,0,18.158,,,,,4.24
20003705,"  3705 Hotellasilla (1984 ET1)",N,N,0,17.865,,,,,5.54
20003708,"  3708 Socus (1974 FV1)",N,N,0,75.661,,,,,11.9
20003709,"  3709 Polypoites (1985 TL3)",N,N,0,65.297,,,,,11.9
20003713,"  3713 Pieters (1985 FA2)",N,N,0,16.024,,,,,5.25
20003717,"  3717 Thorenia (1964 CG)",N,N,0,16.980,,,,,5.66
20003724,"  3724 Annenskij (1979 YN8)",N,N,0,15.386,,,,,4.59
20003727,"  3727 Maxhell (1981 PQ)",N,N,0,27.691,,,,,6.04
20003728,"  3728 IRAS (1983 QF)",N,N,0,23.450,,,,,4.32
20003730,"  3730 Hurban (1983 XM1)",N,N,0,26.996,,,,,4.5
20003731,"  3731 Hancock (1984 DH1)",N,N,0,53.112,,,,,5.8
20003735,"  3735 Trebon (1983 XS)",N,N,0,20.974,,,,,5.45
20003736,"  3736 Rokoske (1987 SY3)",N,N,0,19.533,,,,,5.25
20003746,"  3746 Heyuan (1964 TC1)",N,N,0,15.202,,,,,5.67
20003747,"  3747 Belinskij (1975 VY5)",N,N,0,26.73,,,,,5.69
20003751,"  3751 Kiang (1983 NK)",N,N,0,24.054,,,,,5.59
20003754,"  3754 Kathleen (1931 FM)",N,N,0,53.699,,,,,5.61
20003759,"  3759 Piironen (1984 AP)",N,N,0,32.15,,,,,4.48
20003761,"  3761 Romanskaya (1936 OH)",N,N,0,32.882,,,,,5.53
20003766,"  3766 Junepatterson (1983 BF)",N,N,0,24.849,,,,,5.81
20003768,"  3768 Monroe (1937 RB)",N,N,0,26.601,,,,,5.44
20003772,"  3772 Piaf (1982 UR7)",N,N,0,18.984,,,,,5.26
20003774,"  3774 Megumi (1987 YC)",N,N,0,18.251,,,,,5.21
20003775,"  3775 Ellenbeth (1931 TC4)",N,N,0,17.091,,,,,4.65
20003776,"  3776 Vartiovuori (1938 GG)",N,N,0,22.496,,,,,5.69
20003784,"  3784 Chopin (1986 UL1)",N,N,0,29.346,,,,,5.54
20003785,"  3785 Kitami (1986 WM)",N,N,0,19.761,,,,,5.84
20003793,"  3793 Leonteus (1985 TE3)",N,N,0,112.046,,,,,11.9
20003794,"  3794 Sthenelos (1985 TF3)",N,N,0,34.531,,,,,11.9
20003796,"  3796 Lene (1986 XJ)",N,N,0,19.230,,,,,4.43
20003799,"  3799 Novgorod (1979 SL9)",N,N,0,17.379,,,,,5.6
20003801,"  3801 Thrasymedes (1985 VS)",N,N,0,34.285,,,,,12.3
20003803,"  3803 Tuchkova (1981 TP1)",N,N,0,38.019,,,,,5.34
20003811,"  3811 Karma (1953 TH)",N,N,0,30.344,,,,,4.14
20003812,"  3812 Lidaksum (1965 AK1)",N,N,0,33.611,,,,,5.65
20003814,"  3814 Hoshi-no-mura (1981 JA)",N,N,0,15.338,,,,,5.58
20003815,"  3815 Konig (1959 GG)",N,N,0,20.129,,,,,4.12
20003821,"  3821 Sonet (1985 RC3)",N,N,0,15.115,,,,,5.8
20003828,"  3828 Hoshino (1986 WC)",N,N,0,19.068,,,,,5.64
20003829,"  3829 Gunma (1988 EM)",N,N,0,24.33,,,,,4.66
20003830,"  3830 Trelleborg (1986 RL)",N,N,0,17.789,,,,,5.3
20003832,"  3832 Shapiro (1981 QJ)",N,N,0,16.009,,,,,5.58
20003843,"  3843 OISCA (1987 DM)",N,N,0,30.769,,,,,7.95
20003844,"  3844 Lujiaxi (1966 BZ)",N,N,0,15.538,,,,,4.51
20003845,"  3845 Neyachenko (1979 SA10)",N,N,0,25.817,,,,,6.38
20003846,"  3846 Hazel (1980 TK5)",N,N,0,22.034,,,,,5.03
20003847,"  3847 Sindel (1982 DY1)",N,N,0,18.975,,,,,5.55
20003852,"  3852 Glennford (1987 DR6)",N,N,0,18.510,,,,,5.46
20003859,"  3859 Borngen (1987 EW)",N,N,0,21.433,,,,,5.71
20003866,"  3866 Langley (1988 BH4)",N,N,0,23.310,,,,,5.59
20003871,"  3871 Reiz (1982 DR2)",N,N,0,20.357,,,,,5.69
20003876,"  3876 Quaide (1988 KJ)",N,N,0,16.815,,,,,5.24
20003885,"  3885 Bogorodskij (1979 HG5)",N,N,0,15.049,,,,,4.57
20003886,"  3886 Shcherbakovia (1981 RU3)",N,N,0,18.553,,,,,4.62
20003896,"  3896 Pordenone (1987 WB)",N,N,0,18.354,,,,,5.22
20003898,"  3898 Curlewis (1981 SF9)",N,N,0,16.363,,,,,5.49
20003899,"  3899 Wichterle (1982 SN1)",N,N,0,21.174,,,,,5.7
20003901,"  3901 Nanjingdaxue (1958 GQ)",N,N,0,19.199,,,,,4.26
20003902,"  3902 Yoritomo (1986 AL)",N,N,0,28.402,,,,,5.79
20003906,"  3906 Chao (1987 KE1)",N,N,0,46.247,,,,,5.03
20003911,"  3911 Otomo (1940 QB)",N,N,0,19.090,,,,,5.3
20003915,"  3915 Fukushima (1988 PA1)",N,N,0,21.993,,,,,3.81
20003916,"  3916 Maeva (1981 QA3)",N,N,0,19.580,,,,,5.85
20003921,"  3921 Klement'ev (1971 OH)",N,N,0,16.513,,,,,4.31
20003923,"  3923 Radzievskij (1976 SN3)",N,N,0,29.870,,,,,7.94
20003924,"  3924 Birch (1977 CU)",N,N,0,16.813,,,,,4.43
20003925,"  3925 Tret'yakov (1977 SS2)",N,N,0,51.289,,,,,5.6
20003930,"  3930 Vasilev (1982 UV10)",N,N,0,17.504,,,,,5.53
20003937,"  3937 Bretagnon (1932 EO)",N,N,0,15.866,,,,,5.37
20003939,"  3939 Huruhata (1953 GO)",N,N,0,30.644,,,,,5.49
20003945,"  3945 Gerasimenko (1982 PL)",N,N,0,20.796,,,,,5.51
20003946,"  3946 Shor (1983 EL2)",N,N,0,17.094,,,,,5.47
20003947,"  3947 Swedenborg (1983 XD)",N,N,0,15.524,,,,,5.46
20003955,"  3955 Bruckner (1988 RF3)",N,N,0,18.066,,,,,5.24
20003957,"  3957 Sugie (1933 OD)",N,N,0,23.46,,,,,5.42
20003962,"  3962 Valyaev (1967 CC)",N,N,0,16.285,,,,,5.72
20003966,"  3966 Cherednichenko (1976 SD3)",N,N,0,20.885,,,,,5.82
20003967,"  3967 Shekhtelia (1976 YW2)",N,N,0,29.305,,,,,5.85
20003971,"  3971 Voronikhin (1979 YM8)",N,N,0,31.996,,,,,4.81
20003976,"  3976 Lise (1983 JM)",N,N,0,29.049,,,,,4.58
20003978,"  3978 Klepesta (1983 VP1)",N,N,0,29.223,,,,,4.89
20003979,"  3979 Brorsen (1983 VV1)",N,N,0,18.732,,,,,5.47
20003981,"  3981 Stodola (1984 BL)",N,N,0,22.405,,,,,5.66
20003983,"  3983 Sakiko (1984 SX)",N,N,0,16.39,,,,,3.83
20003985,"  3985 Raybatson (1985 CX)",N,N,0,19.631,,,,,4.81
20003990,"  3990 Heimdal (1987 SO3)",N,N,0,35.675,,,,,7.83
20003992,"  3992 Wagner (1987 SA7)",N,N,0,17.131,,,,,5.24
20003999,"  3999 Aristarchus (1989 AL)",N,N,0,18.275,,,,,3.86
20004000,"  4000 Hipparchus (1989 AV)",N,N,0,17.485,,,,,4.16
20004003,"  4003 Schumann (1964 ED)",N,N,0,36.115,,,,,6.34
20004004,"  4004 List'ev (1971 SN1)",N,N,0,24.762,,,,,5.48
20004006,"  4006 Sandler (1972 YR)",N,N,0,15.894,,,,,3.99
20004007,"  4007 Euryalos (1973 SR)",N,N,0,45.515,,,,,11.8
20004009,"  4009 Drobyshevskij (1977 EN1)",N,N,0,18.198,,,,,5.59
20004013,"  4013 Ogiria (1979 OM15)",N,N,0,15.695,,,,,5.59
20004014,"  4014 Heizman (1979 SG10)",N,N,0,36.83,,,,,6.36
20004035,"  4035 Thestor (1986 WD)",N,N,0,68.733,,,,,12.1
20004041,"  4041 Miyamotoyohko (1988 DN1)",N,N,0,26.244,,,,,5.22
20004043,"  4043 Perolof (1175 T-3)",N,N,0,17.662,,,,,5.5
20004045,"  4045 Lowengrub (1953 RG)",N,N,0,31.322,,,,,5.81
20004049,"  4049 Noragal' (1973 QD2)",N,N,0,19.489,,,,,5.37
20004050,"  4050 Mebailey (1976 SF)",N,N,0,16.604,,,,,5.69
20004057,"  4057 Demophon (1985 TQ)",N,N,0,45.683,,,,,12
20004058,"  4058 Cecilgreen (1986 JV)",N,N,0,15.405,,,,,5.23
20004059,"  4059 Balder (1987 SB5)",N,N,0,17.019,,,,,5.24
20004060,"  4060 Deipylos (1987 YT1)",N,N,0,84.043,,,,,11.9
20004061,"  4061 Martelli (1988 FF3)",N,N,0,19.041,,,,,5.51
20004063,"  4063 Euforbo (1989 CG2)",N,N,0,95.619,,,,,11.8
20004068,"  4068 Menestheus (1973 SW)",N,N,0,67.625,,,,,11.6
20004071,"  4071 Rostovdon (1981 RD2)",N,N,0,25.982,,,,,5.74
20004077,"  4077 Asuka (1982 XV1)",N,N,0,19.475,,,,,5.25
20004078,"  4078 Polakis (1983 AC)",N,N,0,19.647,,,,,5.25
20004079,"  4079 Britten (1983 CS)",N,N,0,16.397,,,,,5.68
20004086,"  4086 Podalirius (1985 VK2)",N,N,0,85.495,,,,,12.1
20004091,"  4091 Lowe (1986 TL2)",N,N,0,22.571,,,,,5.68
20004093,"  4093 Bennett (1986 VD)",N,N,0,24.787,,,,,5.24
20004100,"  4100 Sumiko (1988 BF)",N,N,0,15.561,,,,,5.21
20004103,"  4103 Chahine (1989 EB)",N,N,0,15.656,,,,,3.67
20004110,"  4110 Keats (1977 CZ)",N,N,0,23.377,,,,,5.48
20004112,"  4112 Hrabal (1981 ST)",N,N,0,45.507,,,,,5.51
20004124,"  4124 Herriot (1986 SE)",N,N,0,18.954,,,,,4.66
20004131,"  4131 Stasik (1988 DR4)",N,N,0,29.130,,,,,5.63
20004135,"  4135 Svetlanov (1966 PG)",N,N,0,24.207,,,,,4.65
20004138,"  4138 Kalchas (1973 SM)",N,N,0,46.462,,,,,11.8
20004140,"  4140 Branham (1976 VA)",N,N,0,33.748,,,,,5.21
20004143,"  4143 Huziak (1981 QN1)",N,N,0,16.722,,,,,5.45
20004144,"  4144 Vladvasil'ev (1981 SW6)",N,N,0,32.494,,,,,5.61
20004151,"  4151 Alanhale (1985 HV1)",N,N,0,19.526,,,,,5.57
20004152,"  4152 Weber (1985 JF)",N,N,0,19.604,,,,,5.65
20004153,"  4153 Roburnham (1985 JT1)",N,N,0,17.337,,,,,5.58
20004156,"  4156 Okadanoboru (1988 BE)",N,N,0,15.479,,,,,4.44
20004157,"  4157 Izu (1988 XD2)",N,N,0,21.01,,,,,4.37
20004158,"  4158 Santini (1989 BE)",N,N,0,16.797,,,,,6.27
20004159,"  4159 Freeman (1989 GK)",N,N,0,17.31,,,,,4.07
20004161,"  4161 Amasis (6627 P-L)",N,N,0,16.074,,,,,5.37
20004162,"  4162 SAF (1940 WA)",N,N,0,24.768,,,,,4.78
20004163,"  4163 Saaremaa (1941 HC)",N,N,0,19.930,,,,,5.25
20004169,"  4169 Celsius (1980 FO3)",N,N,0,37.303,,,,,6.28
20004170,"  4170 Semmelweis (1980 PT)",N,N,0,16.820,,,,,5.26
20004174,"  4174 Pikulia (1982 SB6)",N,N,0,22.181,,,,,5.66
20004176,"  4176 Sudek (1987 DS)",N,N,0,18.858,,,,,5.47
20004178,"  4178 Mimeev (1988 EO1)",N,N,0,15.566,,,,,5.68
20004186,"  4186 Tamashima (1977 DT1)",N,N,0,29.910,,,,,5.47
20004192,"  4192 Breysacher (1981 DH)",N,N,0,21.245,,,,,5.74
20004193,"  4193 Salanave (1981 SM1)",N,N,0,17.536,,,,,5.61
20004194,"  4194 Sweitzer (1982 RE)",N,N,0,17.019,,,,,4.43
20004196,"  4196 Shuya (1982 SA13)",N,N,0,36.714,,,,,7.69
20004201,"  4201 Orosz (1984 JA1)",N,N,0,32.985,,,,,5.62
20004203,"  4203 Brucato (1985 FD3)",N,N,0,17.803,,,,,4.2
20004208,"  4208 Kiselev (1986 RQ2)",N,N,0,30.413,,,,,5.75
20004209,"  4209 Briggs (1986 TG4)",N,N,0,31.303,,,,,5.61
20004211,"  4211 Rosniblett (1987 RT)",N,N,0,24.973,,,,,5.7
20004212,"  4212 Sansyu-Asuke (1987 SB2)",N,N,0,16.895,,,,,5.61
20004223,"  4223 Shikoku (1988 JM)",N,N,0,22.869,,,,,5.22
20004224,"  4224 Susa (1988 KG)",N,N,0,34.730,,,,,4.98
20004226,"  4226 Damiaan (1989 RE)",N,N,0,33.065,,,,,4.85
20004230,"  4230 van den Bergh (1973 ST1)",N,N,0,28.461,,,,,7.85
20004234,"  4234 Evtushenko (1978 JT1)",N,N,0,15.723,,,,,5.75
20004236,"  4236 Lidov (1979 FV1)",N,N,0,32.880,,,,,6.39
20004243,"  4243 Nankivell (1981 GF1)",N,N,0,18.08,,,,,5.27
20004244,"  4244 Zakharchenko (1981 TO3)",N,N,0,15.114,,,,,5.74
20004250,"  4250 Perun (1984 UG)",N,N,0,22.576,,,,,5.65
20004255,"  4255 Spacewatch (1986 GW)",N,N,0,15.111,,,,,7.93
20004266,"  4266 Waltari (1940 YE)",N,N,0,22.638,,,,,5.64
20004290,"  4290 Heisei (1989 UK3)",N,N,0,17.276,,,,,5.26
20004291,"  4291 Kodaihasu (1989 VH)",N,N,0,18.372,,,,,5.15
20004292,"  4292 Aoba (1989 VO)",N,N,0,24.695,,,,,4.56
20004293,"  4293 Masumi (1989 VT)",N,N,0,15.795,,,,,4.48
20004298,"  4298 Jorgenunez (1941 WA)",N,N,0,16.507,,,,,5.35
20004313,"  4313 Bouchet (1979 HK1)",N,N,0,18.942,,,,,4.33
20004315,"  4315 Pronik (1979 SL11)",N,N,0,20.534,,,,,5.14
20004317,"  4317 Garibaldi (1980 DA1)",N,N,0,38.606,,,,,7.96
20004318,"  4318 Bata (1980 DE1)",N,N,0,25.790,,,,,5.8
20004326,"  4326 McNally (1982 HS1)",N,N,0,16.002,,,,,5.36
20004337,"  4337 Arecibo (1985 GB)",N,N,0,19.686,,,,,5.9
20004342,"  4342 Freud (1987 QO9)",N,N,0,19.180,,,,,4.6
20004343,"  4343 Tetsuya (1988 AC)",N,N,0,18.271,,,,,4.66
20004344,"  4344 Buxtehude (1988 CR1)",N,N,0,15.913,,,,,5.48
20004347,"  4347 Reger (1988 PK2)",N,N,0,16.686,,,,,5.33
20004348,"  4348 Poulydamas (1988 RU)",N,N,0,82.032,,,,,12
20004349,"  4349 Tiburcio (1989 LX)",N,N,0,28.091,,,,,4.23
20004357,"  4357 Korinthos (2069 T-2)",N,N,0,18.360,,,,,5.21
20004361,"  4361 Nezhdanova (1977 TG7)",N,N,0,17.079,,,,,5.6
20004366,"  4366 Venikagan (1979 YV8)",N,N,0,16.350,,,,,5.63
20004368,"  4368 Pillmore (1981 JC2)",N,N,0,21.820,,,,,5.69
20004369,"  4369 Seifert (1982 OR)",N,N,0,16.019,,,,,4.22
20004379,"  4379 Snelling (1988 PT1)",N,N,0,20.107,,,,,5.62
20004380,"  4380 Geyer (1988 PB2)",N,N,0,16.908,,,,,5.3
20004381,"  4381 Uenohara (1989 WD1)",N,N,0,20.242,,,,,5.27
20004386,"  4386 Lust (6829 P-L)",N,N,0,15.663,,,,,5.59
20004405,"  4405 Otava (1987 QD1)",N,N,0,16.034,,,,,5.72
20004420,"  4420 Alandreev (1936 PB)",N,N,0,16.028,,,,,4.38
20004424,"  4424 Arkhipova (1967 DB)",N,N,0,24.019,,,,,4.58
20004431,"  4431 Holeungholee (1978 WU14)",N,N,0,23.856,,,,,5.36
20004436,"  4436 Ortizmoreno (1983 EX)",N,N,0,30.74,,,,,5.85
20004438,"  4438 Sykes (1983 WR)",N,N,0,26.693,,,,,5.62
20004446,"  4446 Carolyn (1985 TT)",N,N,0,28.645,,,,,7.95
20004449,"  4449 Sobinov (1987 RX3)",N,N,0,30.02,,,,,5.57
20004452,"  4452 Ullacharles (1988 RN)",N,N,0,15.622,,,,,4.23
20004460,"  4460 Bihoro (1990 DS)",N,N,0,38.742,,,,,4.99
20004461,"  4461 Sayama (1990 EL)",N,N,0,17.233,,,,,4.82
20004462,"  4462 Vaughan (1952 HJ2)",N,N,0,18.629,,,,,5.4
20004470,"  4470 Sergeev-Censkij (1978 QP1)",N,N,0,16.102,,,,,5.53
20004484,"  4484 Sif (1987 DD)",N,N,0,16.266,,,,,4.28
20004489,"  4489 Dracius (1988 AK)",N,N,0,76.595,,,,,11.8
20004492,"  4492 Debussy (1988 SH)",N,N,1,17.359,,,,,4.61
20004493,"  4493 Naitomitsu (1988 TG1)",N,N,0,16.809,,,,,5.25
20004495,"  4495 Dassanowsky (1988 VS)",N,N,0,24.429,,,,,7.89
20004498,"  4498 Shinkoyama (1989 AG1)",N,N,0,16.824,,,,,5.2
20004499,"  4499 Davidallen (1989 AO3)",N,N,0,15.938,,,,,5.68
20004500,"  4500 Pascal (1989 CL)",N,N,0,15.893,,,,,5.64
20004501,"  4501 Eurypylos (1989 CJ3)",N,N,0,45.524,,,,,12
20004505,"  4505 Okamura (1990 DV1)",N,N,0,18.762,,,,,5.22
20004521,"  4521 Akimov (1979 FU2)",N,N,0,20.271,,,,,5.51
20004522,"  4522 Britastra (1980 BM)",N,N,0,20.843,,,,,4.36
20004523,"  4523 MIT (1981 DM1)",N,N,0,16.366,,,,,4.39
20004530,"  4530 Smoluchowski (1984 EP)",N,N,0,15.732,,,,,5.5
20004534,"  4534 Rimskij-Korsakov (1986 PV4)",N,N,0,15.838,,,,,4.68
20004542,"  4542 Mossotti (1989 BO)",N,N,0,18.030,,,,,5.24
20004543,"  4543 Phoinix (1989 CQ1)",N,N,0,63.836,,,,,11.7
20004545,"  4545 Primolevi (1989 SB11)",N,N,0,16.668,,,,,5.59
20004547,"  4547 Massachusetts (1990 KP)",N,N,0,33.036,,,,,4.23
20004554,"  4554 Fanynka (1986 UT)",N,N,0,26.315,,,,,5.69
20004562,"  4562 Poleungkuk (1979 UD2)",N,N,0,15.006,,,,,3.89
20004571,"  4571 Grumiaux (1985 RY3)",N,N,0,15.115,,,,,5.64
20004573,"  4573 Piestany (1986 TP6)",N,N,0,15.245,,,,,5.31
20004576,"  4576 Yanotoyohiko (1988 CC)",N,N,0,17.151,,,,,5.18
20004582,"  4582 Hank (1989 FW)",N,N,0,16.784,,,,,4.38
20004597,"  4597 Consolmagno (1983 UA1)",N,N,0,15.634,,,,,4.21
20004603,"  4603 Bertaud (1986 WM3)",N,N,0,22.496,,,,,4.26
20004609,"  4609 Pizarro (1988 CT3)",N,N,0,29.012,,,,,5.5
20004617,"  4617 Zadunaisky (1976 DK)",N,N,0,32.685,,,,,5.75
20004628,"  4628 Laplace (1986 RU4)",N,N,0,18.719,,,,,4.3
20004642,"  4642 Murchie (1990 QG4)",N,N,0,17.065,,,,,5.67
20004645,"  4645 Tentaikojo (1990 SP4)",N,N,0,17.238,,,,,4.37
20004649,"  4649 Sumoto (1936 YD)",N,N,0,15.168,,,,,4.55
20004657,"  4657 Lopez (1979 SU9)",N,N,0,15.967,,,,,5.46
20004662,"  4662 Runk (1984 HL)",N,N,0,16.587,,,,,4.68
20004663,"  4663 Falta (1984 SM1)",N,N,0,28.824,,,,,5.75
20004672,"  4672 Takuboku (1988 HB)",N,N,0,28.115,,,,,5.69
20004683,"  4683 Veratar (1976 GJ1)",N,N,0,17.258,,,,,5.5
20004685,"  4685 Karetnikov (1978 SP6)",N,N,0,18.816,,,,,5.65
20004707,"  4707 Khryses (1988 PY)",N,N,0,37.766,,,,,11.8
20004708,"  4708 Polydoros (1988 RT)",N,N,0,54.964,,,,,12
20004709,"  4709 Ennomos (1988 TU2)",N,N,0,91.433,,,,,12.1
20004712,"  4712 Iwaizumi (1989 QE)",N,N,0,28.778,,,,,5.59
20004714,"  4714 Toyohiro (1989 SH)",N,N,0,19.180,,,,,5.26
20004715,"  4715 Medesicaste (1989 TS1)",N,N,0,62.097,,,,,11.6
20004716,"  4716 Urey (1989 UL5)",N,N,0,15.409,,,,,5.7
20004717,"  4717 Kaneko (1989 WX)",N,N,0,17.99,,,,,5.24
20004722,"  4722 Agelaos (4271 T-3)",N,N,0,50.378,,,,,11.9
20004730,"  4730 Xingmingzhou (1980 XZ)",N,N,0,24.628,,,,,5.53
20004732,"  4732 Froeschle (1981 JG)",N,N,0,29.981,,,,,5.61
20004741,"  4741 Leskov (1985 VP3)",N,N,0,17.047,,,,,5.8
20004744,"  4744 Rovereto (1988 RF5)",N,N,0,19.189,,,,,4.67
20004746,"  4746 Doi (1989 TP1)",N,N,0,21.925,,,,,5.76
20004751,"  4751 Alicemanning (1991 BG)",N,N,0,17.595,,,,,5.61
20004754,"  4754 Panthoos (5010 T-3)",N,N,0,53.025,,,,,12.1
20004758,"  4758 Hermitage (1978 SN4)",N,N,0,19.455,,,,,5.74
20004759,"  4759 Aretta (1978 VG10)",N,N,0,15.744,,,,,5.66
20004768,"  4768 Hartley (1988 PH1)",N,N,0,34.349,,,,,5.65
20004772,"  4772 Frankdrake (1989 VM)",N,N,0,27.570,,,,,5.62
20004779,"  4779 Whitley (1978 XQ)",N,N,0,15.093,,,,,5.74
20004790,"  4790 Petrpravec (1988 PP)",N,N,0,16.217,,,,,4.25
20004791,"  4791 Iphidamas (1988 PB1)",N,N,0,49.528,,,,,11.7
20004792,"  4792 Lykaon (1988 RK1)",N,N,0,50.870,,,,,12
20004804,"  4804 Pasteur (1989 XC1)",N,N,0,15.427,,,,,4.41
