"full_name","neo","pha","sats","diameter","GM","BV","UB","IR","per_y","pdes","name"
"   309 Fraternitas (A891 GA)",N,N,0,41.075,,,,,4.35,309,Fraternitas
"   310 Margarita (A891 KA)",N,N,0,33.708,,,,,4.59,310,Margarita
"   311 Claudia (A891 LA)",N,N,0,26.300,,0.843,0.437,,4.93,311,Claudia
"   312 Pierretta (A891 QA)",N,N,0,46.191,,0.843,0.429,,4.64,312,Pierretta
"   313 Chaldaea (A891 QB)",N,N,0,71.183,,0.715,0.342,,3.66,313,Chaldaea
"   314 Rosalia (A891 RA)",N,N,0,60.689,,,,,5.62,314,Rosalia
"   316 Goberta (A891 RC)",N,N,0,56.067,,,,,5.68,316,Goberta
"   318 Magdalena (A891 SA)",N,N,0,85,,0.685,0.290,,5.71,318,Magdalena
"   319 Leona (A891 TA)",N,N,0,49.943,,,,,6.29,319,Leona
"   320 Katharina (A891 TB)",N,N,0,23.362,,,,,5.22,320,Katharina
"   321 Florentina (A891 TC)",N,N,0,27.974,,0.792,0.410,,4.91,321,Florentina
"   322 Phaeo (A891 WB)",N,N,0,69.855,,0.719,0.230,,4.65,322,Phaeo
"   323 Brucia (A891 YB)",N,N,0,27.714,,0.893,0.480,,3.68,323,Brucia
"   324 Bamberga (A892 DA)",N,N,0,220.691,,0.695,0.309,,4.39,324,Bamberga
"   325 Heidelberga (A892 EA)",N,N,0,75.72,,0.714,0.268,,5.77,325,Heidelberga
"   326 Tamara (A892 FD)",N,N,0,93.00,,0.708,0.318,,3.53,326,Tamara
"   327 Columbia (A892 FE)",N,N,0,30.291,,,,,4.63,327,Columbia
"   328 Gudrun (A892 FF)",N,N,0,145.680,,,,,5.48,328,Gudrun
"   329 Svea (A892 FG)",N,N,0,81.057,,0.698,0.331,,3.9,329,Svea
"   331 Etheridgea (A892 GA)",N,N,0,74.92,,0.698,0.298,,5.27,331,Etheridgea
"   332 Siri (A892 FH)",N,N,0,40.37,,,,,4.62,332,Siri
"   333 Badenia (A892 QA)",N,N,0,72.199,,0.773,0.401,,5.54,333,Badenia
"   334 Chicago (A892 QB)",N,N,0,198.770,,0.736,0.358,,7.76,334,Chicago
"   335 Roberta (A892 RB)",N,N,0,97.109,,0.624,0.235,,3.89,335,Roberta
"   336 Lacadiera (A892 SA)",N,N,0,63.356,,0.733,0.273,,3.38,336,Lacadiera
"   337 Devosa (A892 SB)",N,N,0,64.549,,0.731,0.290,,3.68,337,Devosa
"   338 Budrosa (A892 SF)",N,N,0,50.506,,0.704,0.247,,4.97,338,Budrosa
"   339 Dorothea (A892 SC)",N,N,0,44.329,,0.783,0.405,,5.23,339,Dorothea
"   340 Eduarda (A892 SD)",N,N,0,28.025,,,,,4.55,340,Eduarda
"   342 Endymion (A892 UA)",N,N,0,64.266,,0.712,0.356,,4.12,342,Endymion
"   344 Desiderata (A892 WA)",N,N,0,124.181,,0.725,0.382,,4.18,344,Desiderata
"   345 Tercidina (A892 WB)",N,N,0,90.243,,0.729,0.411,,3.55,345,Tercidina
"   346 Hermentaria (A892 WC)",N,N,0,86.447,,0.843,0.485,,4.67,346,Hermentaria
"   347 Pariana (A892 WD)",N,N,0,48.615,,0.685,0.259,,4.22,347,Pariana
"   348 May (A892 WE)",N,N,0,82.82,,,,,5.11,348,May
"   349 Dembowska (A892 XB)",N,N,0,139.77,,0.945,0.540,,5,349,Dembowska
"   350 Ornamenta (A892 XC)",N,N,0,128.729,,0.702,0.360,,5.49,350,Ornamenta
"   351 Yrsa (A892 YA)",N,N,0,39.720,,0.835,0.410,,4.6,351,Yrsa
"   352 Gisela (A893 AB)",N,N,0,26.744,,0.904,0.539,,3.25,352,Gisela
"   354 Eleonora (A893 BC)",N,N,0,148.970,,0.949,0.601,,4.68,354,Eleonora
"   355 Gabriella (A893 BD)",N,N,0,24.040,,,,,4.04,355,Gabriella
"   356 Liguria (A893 BE)",N,N,0,145.503,,0.733,0.349,,4.57,356,Liguria
"   357 Ninina (A893 CB)",N,N,0,124.107,,0.715,0.350,,5.59,357,Ninina
"   358 Apollonia (A893 EC)",N,N,0,90.116,,,,,4.88,358,Apollonia
"   359 Georgia (A893 ED)",N,N,0,43.89,,0.723,0.303,,4.51,359,Georgia
"   360 Carlova (A893 EE)",N,N,0,129.125,,0.692,0.269,,5.21,360,Carlova
"   361 Bononia (A893 EF)",N,N,0,154.334,,0.743,0.271,,7.96,361,Bononia
"   362 Havnia (A893 EG)",N,N,0,98,,0.715,0.346,,4.14,362,Havnia
"   363 Padua (A893 FD)",N,N,0,97,,0.751,0.375,,4.55,363,Padua
"   364 Isara (A893 FE)",N,N,0,25.901,,0.912,0.538,,3.31,364,Isara
"   365 Corduba (A893 FF)",N,N,0,86.773,,0.714,0.331,,4.69,365,Corduba
"   366 Vincentina (A893 FG)",N,N,0,86.368,,,,,5.59,366,Vincentina
"   367 Amicitia (A893 KB)",N,N,0,21.243,,,,,3.31,367,Amicitia
"   368 Haidea (A893 KC)",N,N,0,69.277,,0.734,0.292,,5.4,368,Haidea
"   369 Aeria (A893 NA)",N,N,0,73.767,,0.711,0.274,,4.31,369,Aeria
"   370 Modestia (A893 NB)",N,N,0,38.093,,0.709,0.289,,3.54,370,Modestia
"   371 Bohemia (A893 OA)",N,N,0,52.976,,0.822,0.511,,4.5,371,Bohemia
"   372 Palma (A893 QB)",N,N,0,173.642,,,,,5.62,372,Palma
"   373 Melusina (A893 RA)",N,N,0,98.695,,0.669,0.371,,5.52,373,Melusina
"   374 Burgundia (A893 SA)",N,N,0,44.67,,0.847,0.448,,4.64,374,Burgundia
"   375 Ursula (A893 SB)",N,N,0,216,,0.683,0.341,,5.53,375,Ursula
"   376 Geometria (A893 SC)",N,N,0,35.465,,0.891,0.476,,3.46,376,Geometria
"   377 Campania (A893 SD)",N,N,0,90.346,,0.730,0.305,,4.41,377,Campania
"   378 Holmia (A893 XA)",N,N,0,27.831,,0.874,0.424,,4.62,378,Holmia
"   379 Huenna (A894 AA)",N,N,1,84.787,,0.672,0.287,,5.57,379,Huenna
"   380 Fiducia (A894 AB)",N,N,0,67.508,,0.707,0.376,,4.39,380,Fiducia
"   381 Myrrha (A894 AC)",N,N,0,127.639,,0.683,0.300,,5.81,381,Myrrha
"   382 Dodona (A894 BB)",N,N,0,65.209,,0.690,0.243,,5.53,382,Dodona
"   383 Janina (A894 BC)",N,N,0,43.482,,0.682,0.352,,5.56,383,Janina
"   384 Burdigala (A894 CA)",N,N,0,34.435,,0.846,0.419,,4.32,384,Burdigala
"   385 Ilmatar (A894 EA)",N,N,0,85.837,,0.847,0.370,,4.81,385,Ilmatar
"   386 Siegena (A894 EB)",N,N,0,165.01,,0.723,0.407,,4.93,386,Siegena
"   387 Aquitania (A894 EC)",N,N,0,100.51,,0.881,0.449,,4.53,387,Aquitania
"   388 Charybdis (A894 ED)",N,N,0,125.754,,0.719,0.280,,5.21,388,Charybdis
"   389 Industria (A894 EE)",N,N,0,74.378,,0.855,0.420,,4.21,389,Industria
"   390 Alma (A894 FA)",N,N,0,25.688,,0.789,0.293,,4.32,390,Alma
"   392 Wilhelmina (A894 VD)",N,N,0,60.750,,,,,4.9,392,Wilhelmina
"   393 Lampetia (A894 VC)",N,N,0,116.191,,0.740,0.324,,4.64,393,Lampetia
"   394 Arduina (A894 WB)",N,N,0,29.970,,0.826,0.411,,4.59,394,Arduina
"   395 Delia (A894 WC)",N,N,0,44.189,,0.726,0.356,,4.65,395,Delia
"   396 Aeolia (A894 XA)",N,N,0,39.242,,,,,4.54,396,Aeolia
"   397 Vienna (A894 YA)",N,N,0,49.032,,0.823,0.362,,4.28,397,Vienna
"   398 Admete (A894 YB)",N,N,0,49.771,,,,,4.53,398,Admete
"   399 Persephone (A895 DD)",N,N,0,39.566,,,,,5.33,399,Persephone
"   400 Ducrosa (A895 EC)",N,N,0,36.001,,,,,5.53,400,Ducrosa
"   401 Ottilia (A895 FA)",N,N,0,87.803,,,,,6.12,401,Ottilia
"   402 Chloe (A895 FB)",N,N,0,55.421,,0.808,0.402,,4.09,402,Chloe
"   403 Cyane (A895 KA)",N,N,0,53.574,,,,,4.71,403,Cyane
"   404 Arsinoe (A895 MA)",N,N,0,94.970,,0.675,0.333,,4.17,404,Arsinoe
"   405 Thia (A895 OB)",N,N,0,108.894,,0.698,0.388,,4.15,405,Thia
"   406 Erna (A895 QA)",N,N,0,46.266,,0.738,0.273,,4.98,406,Erna
"   407 Arachne (A895 TB)",N,N,0,95.07,,0.698,0.376,,4.25,407,Arachne
"   408 Fama (A917 RB)",N,N,0,35.620,,,,,5.62,408,Fama
"   409 Aspasia (A895 XC)",N,N,0,171.012,,0.719,0.323,,4.13,409,Aspasia
"   410 Chloris (A896 AC)",N,N,0,118.929,,0.748,0.394,,4.5,410,Chloris
"   411 Xanthe (A896 AD)",N,N,0,76.53,,,,,5.03,411,Xanthe
"   412 Elisabetha (A896 AB)",N,N,0,96.056,,,,,4.59,412,Elisabetha
"   413 Edburga (A896 AA)",N,N,0,34.242,,0.680,0.220,,4.15,413,Edburga
"   414 Liriope (A896 BB)",N,N,0,88.760,,0.750,0.384,,6.56,414,Liriope
"   415 Palatia (A896 CA)",N,N,0,83.560,,0.714,0.231,,4.66,415,Palatia
"   416 Vaticana (A896 JA)",N,N,0,85.47,,0.892,0.459,,4.68,416,Vaticana
"   417 Suevia (A896 JB)",N,N,0,54.874,,0.755,0.357,,4.68,417,Suevia
"   418 Alemannia (A896 RD)",N,N,0,40.330,,0.703,0.225,,4.18,418,Alemannia
"   419 Aurelia (A896 RF)",N,N,0,148.701,,0.641,0.230,,4.18,419,Aurelia
"   420 Bertholda (A896 RC)",N,N,0,138.699,,0.691,0.229,,6.35,420,Bertholda
"   423 Diotima (A896 XA)",N,N,0,175.859,,0.668,0.308,,5.37,423,Diotima
"   424 Gratia (A896 YD)",N,N,0,102.565,,,,,4.62,424,Gratia
"   425 Cornelia (A896 YC)",N,N,0,67.925,,,,,4.9,425,Cornelia
"   426 Hippo (A897 RA)",N,N,0,137.562,,0.710,0.345,,4.91,426,Hippo
"   427 Galene (A897 RB)",N,N,0,32.193,,,,,5.13,427,Galene
"   428 Monachia (A897 WA)",N,N,0,20.184,,,,,3.5,428,Monachia
"   429 Lotis (A897 WB)",N,N,0,69.62,,0.741,0.346,,4.21,429,Lotis
"   430 Hybris (A897 YA)",N,N,0,31.702,,,,,4.81,430,Hybris
"   431 Nephele (A897 YB)",N,N,0,101.900,,0.643,0.334,,5.56,431,Nephele
"   432 Pythia (A897 YC)",N,N,0,46.90,,0.870,0.440,,3.65,432,Pythia
"   435 Ella (A898 RA)",N,N,0,34.792,,0.709,0.280,,3.83,435,Ella
"   436 Patricia (A898 RC)",N,N,0,58.609,,,,,5.72,436,Patricia
"   438 Zeuxo (A898 VG)",N,N,0,58.871,,0.611,0.200,,4.08,438,Zeuxo
"   439 Ohio (A898 TA)",N,N,0,70.421,,0.720,0.217,,5.55,439,Ohio
"   441 Bathilde (A898 XA)",N,N,0,65.131,,0.701,0.250,,4.7,441,Bathilde
"   442 Eichsfeldia (A899 CA)",N,N,0,62.171,,0.692,0.331,,3.59,442,Eichsfeldia
"   443 Photographica (A899 DA)",N,N,0,25.504,,0.902,0.479,,3.3,443,Photographica
"   444 Gyptis (A899 FA)",N,N,0,159.331,,0.676,0.293,,4.61,444,Gyptis
"   445 Edna (A899 TC)",N,N,0,87.812,,0.684,0.368,,5.71,445,Edna
"   446 Aeternitas (A899 UB)",N,N,0,53.562,,1.026,0.615,,4.65,446,Aeternitas
"   447 Valentine (A899 UD)",N,N,0,85.224,,0.778,0.387,,5.16,447,Valentine
"   448 Natalie (A899 UC)",N,N,0,50.534,,0.660,0.303,,5.55,448,Natalie
"   449 Hamburga (A899 UE)",N,N,0,85.59,,0.701,0.378,,4.07,449,Hamburga
"   450 Brigitta (A899 VB)",N,N,0,37.038,,0.785,0.475,,5.24,450,Brigitta
"   451 Patientia (A899 XA)",N,N,0,253.900,,0.666,0.310,,5.36,451,Patientia
"   453 Tea (A900 DD)",N,N,0,23.985,,,,,3.23,453,Tea
"   454 Mathesis (A900 FB)",N,N,0,81.743,,0.662,0.347,,4.26,454,Mathesis
"   455 Bruchsalia (A900 KC)",N,N,0,88.792,,0.694,0.311,,4.33,455,Bruchsalia
"   456 Abnoba (A900 LA)",N,N,0,37.713,,,,,4.64,456,Abnoba
"   458 Hercynia (A900 SD)",N,N,0,36.698,,0.885,0.471,,5.17,458,Hercynia
"   459 Signe (A900 UH)",N,N,0,25.784,,0.869,0.453,,4.24,459,Signe
"   461 Saskia (A900 UG)",N,N,0,43.603,,0.610,0.310,,5.51,461,Saskia
"   462 Eriphyla (A900 UJ)",N,N,0,34.274,,0.834,0.421,,4.87,462,Eriphyla
"   463 Lola (A900 UK)",N,N,0,20.908,,0.713,0.294,,3.71,463,Lola
"   464 Megaira (A901 AB)",N,N,0,77.056,,0.638,,,4.69,464,Megaira
"   465 Alekto (A901 AC)",N,N,0,73.34,,,,,5.47,465,Alekto
"   466 Tisiphone (A901 BB)",N,N,0,95.495,,0.659,0.342,,6.14,466,Tisiphone
"   467 Laura (A901 AA)",N,N,0,39.471,,,,,5.06,467,Laura
"   468 Lina (A901 BC)",N,N,0,60.238,,0.660,0.313,,5.55,468,Lina
"   469 Argentina (A901 DC)",N,N,0,133.718,,0.655,0.268,,5.67,469,Argentina
"   470 Kilia (A901 HC)",N,N,0,27.750,,0.886,0.466,,3.73,470,Kilia
"   471 Papagena (A901 LA)",N,N,0,148.128,,0.828,0.473,,4.91,471,Papagena
"   472 Roma (A901 NA)",N,N,0,50.278,,0.882,0.473,,4.06,472,Roma
"   474 Prudentia (A901 CC)",N,N,0,40.972,,,,,3.84,474,Prudentia
"   476 Hedwig (A901 QB)",N,N,0,138.493,,0.716,0.375,,4.31,476,Hedwig
"   477 Italia (A901 QC)",N,N,0,22.988,,0.884,0.469,,3.76,477,Italia
"   478 Tergeste (A901 SC)",N,N,0,80.738,,0.850,0.445,,5.24,478,Tergeste
"   479 Caprera (A901 VK)",N,N,0,60.088,,,,,4.49,479,Caprera
"   480 Hansa (A901 KB)",N,N,0,56.22,,0.854,0.439,,4.3,480,Hansa
"   481 Emita (A902 CB)",N,N,0,101.829,,,,,4.53,481,Emita
"   482 Petrina (A902 EH)",N,N,0,45.751,,0.871,0.455,,5.2,482,Petrina
"   483 Seppina (A902 EJ)",N,N,0,66.858,,0.863,0.410,,6.34,483,Seppina
"   484 Pittsburghia (A902 HA)",N,N,0,30.060,,0.850,,,4.36,484,Pittsburghia
"   485 Genua (A902 JC)",N,N,0,63.88,,0.848,0.427,,4.56,485,Genua
"   486 Cremona (A902 JD)",N,N,0,22.781,,,,,3.61,486,Cremona
"   487 Venetia (A902 NC)",N,N,0,59.046,,0.852,0.424,,4.36,487,Venetia
"   488 Kreusa (A902 MC)",N,N,0,168.117,,0.691,0.368,,5.63,488,Kreusa
"   489 Comacina (A902 RD)",N,N,0,139.39,,0.697,0.369,,5.6,489,Comacina
"   490 Veritas (A902 RE)",N,N,0,118.803,,0.750,0.390,,5.66,490,Veritas
"   491 Carina (A902 RG)",N,N,0,91.176,,,,,5.7,491,Carina
"   492 Gismonda (A902 RF)",N,N,0,53.418,,,,,5.5,492,Gismonda
"   493 Griseldis (A902 RH)",N,N,0,41.550,,,,,5.5,493,Griseldis
"   494 Virtus (A902 TF)",N,N,0,100.786,,0.728,0.373,,5.16,494,Virtus
"   495 Eulalia (A902 UL)",N,N,0,37.287,,0.690,0.160,,3.92,495,Eulalia
"   497 Iva (A902 VB)",N,N,0,40.932,,0.696,0.245,,4.81,497,Iva
"   498 Tokio (A902 XA)",N,N,0,81.83,,0.780,0.375,,4.31,498,Tokio
"   499 Venusia (A902 YE)",N,N,0,77.328,,0.663,0.291,,8.04,499,Venusia
"   500 Selinur (A903 BJ)",N,N,0,40.828,,,,,4.22,500,Selinur
"   501 Urhixidur (A903 BK)",N,N,0,74.457,,,,,5.62,501,Urhixidur
"   503 Evelyn (A903 BL)",N,N,0,81.68,,0.725,0.315,,4.5,503,Evelyn
"   504 Cora (A902 NB)",N,N,0,30.438,,,,,4.49,504,Cora
"   505 Cava (A902 QA)",N,N,0,115,,0.683,0.235,,4.41,505,Cava
"   506 Marion (A903 DB)",N,N,0,105.94,,0.718,0.332,,5.31,506,Marion
"   507 Laodica (A903 DC)",N,N,0,45.170,,,,,5.6,507,Laodica
"   508 Princetonia (A903 HC)",N,N,0,117.241,,0.732,0.325,,5.64,508,Princetonia
"   509 Iolanda (A903 HD)",N,N,0,51.892,,0.827,0.410,,5.36,509,Iolanda
"   510 Mabella (A903 KA)",N,N,0,60.450,,0.735,0.300,,4.21,510,Mabella
"   511 Davida (A903 KB)",N,N,0,270.327,,0.717,0.363,,5.62,511,Davida
"   512 Taurinensis (A903 MC)",N,N,0,23.09,,0.917,0.525,,3.24,512,Taurinensis
"   513 Centesima (A916 BC)",N,N,0,48.805,,0.807,0.425,,5.23,513,Centesima
"   514 Armida (A903 QC)",N,N,0,120.093,,0.675,0.255,,5.32,514,Armida
"   515 Athalia (A903 SH)",N,N,0,41.190,,0.875,0.415,,5.51,515,Athalia
"   516 Amherstia (A903 SG)",N,N,0,65.144,,0.736,0.265,,4.38,516,Amherstia
"   517 Edith (A903 SK)",N,N,0,111.890,,0.711,0.327,,5.61,517,Edith
"   519 Sylvania (A903 UJ)",N,N,0,40.078,,0.833,0.357,,4.66,519,Sylvania
"   520 Franziska (A903 UK)",N,N,0,25.261,,0.738,,,5.21,520,Franziska
"   521 Brixia (A904 AE)",N,N,0,107.227,,0.712,0.341,,4.55,521,Brixia
"   522 Helga (A904 AF)",N,N,0,101.22,,0.664,0.243,,6.91,522,Helga
"   523 Ada (A904 BA)",N,N,0,31.89,,,,,5.1,523,Ada
"   524 Fidelio (A904 ED)",N,N,0,65.527,,0.722,0.316,,4.28,524,Fidelio
"   526 Jena (A904 EE)",N,N,0,44.840,,0.643,0.367,,5.54,526,Jena
"   527 Euryanthe (A904 FC)",N,N,0,52.627,,,,,4.5,527,Euryanthe
"   528 Rezia (A904 FA)",N,N,0,91.966,,,,,6.26,528,Rezia
"   529 Preziosa (A904 FB)",N,N,0,32.01,,0.796,0.471,,5.24,529,Preziosa
"   530 Turandot (A904 GB)",N,N,0,84.85,,0.664,0.304,,5.7,530,Turandot
"   532 Herculina (A904 HE)",N,N,0,167.791,,0.857,0.429,,4.61,532,Herculina
"   533 Sara (A904 HC)",N,N,0,30.819,,0.871,0.386,,5.14,533,Sara
"   534 Nassovia (A904 HD)",N,N,0,32.333,,0.834,0.390,,4.9,534,Nassovia
"   535 Montague (A904 JE)",N,N,0,79.299,,0.752,0.419,,4.12,535,Montague
"   536 Merapi (A904 JF)",N,N,0,147.066,,0.694,0.294,,6.54,536,Merapi
"   537 Pauly (A904 NB)",N,N,0,40.732,,,,,5.39,537,Pauly
"   538 Friederike (A904 OA)",N,N,0,70.640,,,,,5.61,538,Friederike
"   539 Pamina (A904 PD)",N,N,0,68.356,,,,,4.53,539,Pamina
"   541 Deborah (A904 PF)",N,N,0,60.147,,,,,4.72,541,Deborah
"   542 Susanna (A904 QA)",N,N,0,42.117,,0.795,0.380,,4.95,542,Susanna
"   543 Charlotte (A904 RG)",N,N,0,45.613,,,,,5.35,543,Charlotte
"   544 Jetta (A904 RH)",N,N,0,27.169,,,,,4.17,544,Jetta
"   545 Messalina (A904 TC)",N,N,0,112.631,,0.686,0.343,,5.74,545,Messalina
"   546 Herodias (A904 TD)",N,N,0,65.945,,0.766,0.375,,4.19,546,Herodias
"   547 Praxedis (A904 TE)",N,N,0,52.462,,0.761,0.254,,4.62,547,Praxedis
"   550 Senta (A904 WB)",N,N,0,37.434,,0.850,0.390,,4.17,550,Senta
"   551 Ortrud (A904 WC)",N,N,0,81.113,,0.673,0.289,,5.12,551,Ortrud
"   552 Sigelinde (A904 XB)",N,N,0,88.697,,,,,5.59,552,Sigelinde
"   554 Peraga (A905 AE)",N,N,0,95.87,,0.676,0.342,,3.66,554,Peraga
"   555 Norma (A905 AF)",N,N,0,31.040,,,,,5.67,555,Norma
"   556 Phyllis (A905 AD)",N,N,0,36.279,,0.849,0.410,,3.87,556,Phyllis
"   557 Violetta (A905 BD)",N,N,0,22.621,,,,,3.82,557,Violetta
"   558 Carmen (A905 CK)",N,N,0,54.811,,0.733,0.278,,4.96,558,Carmen
"   559 Nanon (A905 EB)",N,N,0,79.82,,0.733,0.379,,4.47,559,Nanon
"   560 Delila (A905 EC)",N,N,0,35.334,,,,,4.57,560,Delila
"   561 Ingwelde (A905 FC)",N,N,0,31.562,,0.745,,,5.65,561,Ingwelde
"   562 Salome (A905 GC)",N,N,0,32.651,,0.794,0.415,,5.24,562,Salome
"   563 Suleika (A905 GD)",N,N,0,53.29,,0.887,0.471,,4.46,563,Suleika
"   564 Dudu (A905 JD)",N,N,0,52.010,,0.731,0.312,,4.55,564,Dudu
"   565 Marbachia (A905 JE)",N,N,0,27.332,,0.811,0.422,,3.82,565,Marbachia
"   566 Stereoskopia (A905 KA)",N,N,0,167.381,,0.712,0.291,,6.21,566,Stereoskopia
"   567 Eleutheria (A905 KB)",N,N,0,93.41,,0.652,0.309,,5.57,567,Eleutheria
"   568 Cheruskia (A905 OD)",N,N,0,71.224,,,,,4.89,568,Cheruskia
"   569 Misa (A905 OE)",N,N,0,72.95,,0.716,0.335,,4.34,569,Misa
"   570 Kythera (A905 OF)",N,N,0,87.486,,0.775,0.374,,6.33,570,Kythera
"   572 Rebekka (A905 SF)",N,N,0,28.903,,0.691,0.308,,3.72,572,Rebekka
"   573 Recha (A905 SG)",N,N,0,47.582,,,,,5.24,573,Recha
"   576 Emanuela (A905 SK)",N,N,0,74.378,,,,,5.17,576,Emanuela
"   577 Rhea (A905 UR)",N,N,0,38.234,,,,,5.49,577,Rhea
"   578 Happelia (A905 VJ)",N,N,0,69.29,,,,,4.57,578,Happelia
"   579 Sidonia (A905 VK)",N,N,0,85.57,,0.818,0.418,,5.23,579,Sidonia
"   580 Selene (A905 YB)",N,N,0,48.204,,,,,5.8,580,Selene
"   581 Tauntonia (A905 YC)",N,N,0,61.481,,,,,5.76,581,Tauntonia
"   582 Olympia (A906 BM)",N,N,0,44.347,,0.891,0.534,,4.22,582,Olympia
"   583 Klotilde (A905 YD)",N,N,0,78.236,,0.664,0.306,,5.65,583,Klotilde
"   584 Semiramis (A906 AC)",N,N,0,54.01,,0.916,0.521,,3.66,584,Semiramis
"   585 Bilkis (A906 DF)",N,N,0,49.761,,0.702,0.320,,3.79,585,Bilkis
"   586 Thekla (A906 DK)",N,N,0,95.203,,0.660,0.372,,5.3,586,Thekla
"   589 Croatia (A906 EC)",N,N,0,93.617,,0.730,0.368,,5.55,589,Croatia
"   590 Tomyris (A906 ED)",N,N,0,30.577,,0.817,0.410,,5.2,590,Tomyris
"   591 Irmgard (A906 EE)",N,N,0,51.86,,0.693,0.299,,4.38,591,Irmgard
"   592 Bathseba (A916 BB)",N,N,0,43.787,,,,,5.25,592,Bathseba
"   593 Titania (A906 FK)",N,N,0,70.145,,0.657,0.314,,4.43,593,Titania
"   595 Polyxena (A906 FL)",N,N,0,90.647,,,,,5.75,595,Polyxena
"   596 Scheila (A906 DL)",N,N,0,159.726,,0.714,0.177,,5.03,596,Scheila
"   597 Bandusia (A906 HE)",N,N,0,36.06,,,,,4.37,597,Bandusia
"   598 Octavia (A906 GC)",N,N,0,78.237,,0.745,0.377,,4.58,598,Octavia
"   599 Luisa (A906 HF)",N,N,0,70.249,,0.879,0.446,,4.61,599,Luisa
"   600 Musa (A906 LA)",N,N,0,25.115,,0.840,0.440,,4.34,600,Musa
"   601 Nerthus (A906 MC)",N,N,0,75.535,,0.660,,,5.56,601,Nerthus
"   602 Marianna (A906 DJ)",N,N,0,110.444,,0.692,0.333,,5.41,602,Marianna
"   604 Tekmessa (A906 DH)",N,N,0,64.536,,,,,5.6,604,Tekmessa
"   605 Juvisia (A906 QJ)",N,N,0,69.86,,,,,5.2,605,Juvisia
"   606 Brangane (A906 SK)",N,N,0,35.758,,0.770,0.391,,4.16,606,Brangane
"   607 Jenny (A906 SH)",N,N,0,67.520,,,,,4.81,607,Jenny
"   608 Adolfine (A916 OH)",N,N,0,20.365,,,,,5.25,608,Adolfine
"   609 Fulvia (A906 SL)",N,N,0,54.17,,,,,5.42,609,Fulvia
"   611 Valeria (A906 SM)",N,N,0,57.468,,0.817,0.414,,5.13,611,Valeria
"   612 Veronika (A906 TC)",N,N,0,38.767,,,,,5.61,612,Veronika
"   613 Ginevra (A906 TD)",N,N,0,81.344,,0.692,0.285,,4.99,613,Ginevra
"   614 Pia (A906 TE)",N,N,0,29.191,,,,,4.42,614,Pia
"   615 Roswitha (A906 TF)",N,N,0,48.626,,0.708,0.315,,4.27,615,Roswitha
"   616 Elly (A906 UK)",N,N,0,21.170,,0.889,0.442,,4.08,616,Elly
"   618 Elfriede (A906 UM)",N,N,0,131.292,,0.696,0.317,,5.7,618,Elfriede
"   619 Triberga (A906 UN)",N,N,0,29.051,,0.852,0.477,,4,619,Triberga
"   621 Werdandi (A906 VM)",N,N,0,29.726,,0.650,0.285,,5.53,621,Werdandi
"   622 Esther (A906 VN)",N,N,0,21.874,,0.814,0.445,,3.75,622,Esther
"   623 Chimaera (A907 BC)",N,N,0,44.09,,0.714,0.324,,3.86,623,Chimaera
"   625 Xenia (A907 CG)",N,N,0,28.287,,,,,4.3,625,Xenia
"   626 Notburga (A907 CH)",N,N,0,73.236,,0.705,0.332,,4.13,626,Notburga
"   627 Charis (A907 EJ)",N,N,0,38.018,,0.680,0.261,,4.95,627,Charis
"   628 Christine (A907 EK)",N,N,0,48.239,,0.813,0.321,,4.15,628,Christine
"   629 Bernardina (A907 EL)",N,N,0,35.087,,,,,5.54,629,Bernardina
"   631 Philippina (A907 FD)",N,N,0,50.491,,0.864,0.439,,4.67,631,Philippina
"   633 Zelima (A907 JH)",N,N,0,33.387,,0.765,0.445,,5.25,633,Zelima
"   634 Ute (A907 JJ)",N,N,0,74.017,,,,,5.33,634,Ute
"   635 Vundtia (A907 LA)",N,N,0,94.415,,0.675,0.336,,5.57,635,Vundtia
"   636 Erika (A907 CE)",N,N,0,73.147,,,,,4.97,636,Erika
"   637 Chrysothemis (A907 EN)",N,N,0,24.194,,,,,5.66,637,Chrysothemis
"   638 Moira (A917 RC)",N,N,0,59.594,,,,,4.52,638,Moira
"   639 Latona (A907 OA)",N,N,0,78.509,,0.836,0.477,,5.24,639,Latona
"   640 Brambilla (A907 QA)",N,N,0,62.667,,0.753,0.465,,5.62,640,Brambilla
"   642 Clara (A907 RJ)",N,N,0,33.36,,0.897,0.417,,5.69,642,Clara
"   643 Scheherezade (A907 RK)",N,N,0,64.997,,0.719,0.302,,6.17,643,Scheherezade
"   645 Agrippina (A907 RP)",N,N,0,28.916,,0.871,0.412,,5.76,645,Agrippina
"   648 Pippa (A907 RN)",N,N,0,68.27,,0.676,0.278,,5.71,648,Pippa
"   651 Antikleia (A907 TK)",N,N,0,31.895,,0.847,0.489,,5.25,651,Antikleia
"   653 Berenike (A907 WC)",N,N,0,49.793,,0.833,0.424,,5.23,653,Berenike
"   654 Zelinda (A908 AM)",N,N,0,160.736,,0.698,0.328,,3.48,654,Zelinda
"   655 Briseis (A907 VT)",N,N,0,29.057,,,,,5.17,655,Briseis
"   656 Beagle (A917 ST)",N,N,0,62.604,,,,,5.6,656,Beagle
"   657 Gunlod (A908 BK)",N,N,0,39.401,,,,,4.22,657,Gunlod
"   658 Asteria (A908 BL)",N,N,0,21.894,,0.870,0.360,,4.82,658,Asteria
"   660 Crescentia (A908 AN)",N,N,0,42.302,,0.860,0.475,,4.03,660,Crescentia
